Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Mumbai,44000,Skoda Rapid 1.5 TDI Elegance,Diesel,Manual,21.14,1498.0,103.52,5.75
Mumbai,27000,Ford Ecosport 1.5 Ti VCT MT Titanium,Petrol,Manual,15.8,1499.0,110.0,8.3
Chennai,18500,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,3.95
Mumbai,45000,Volkswagen Vento Petrol Highline,Petrol,Manual,15.04,1598.0,103.6,4.8
Ahmedabad,173000,Volvo XC60 D5,Diesel,Automatic,13.5,2400.0,215.0,12.0
Ahmedabad,42000,Toyota Etios Cross 1.4 GD,Diesel,Manual,23.59,1364.0,67.04,6.25
Jaipur,90000,Tata Indica Vista TDI LX,Diesel,Manual,19.4,1405.0,70.0,2.5
Pune,82329,Honda City i VTEC CVT VX,Petrol,Automatic,18.0,1497.0,117.3,7.5
Delhi,80302,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,3.5
Hyderabad,105000,Skoda Octavia Rider Classic 1.9 TDI,Diesel,Manual,18.7,1896.0,66.0,1.99
Kolkata,60000,Toyota Corolla 1.8 J,Petrol,Manual,14.53,1798.0,138.0,2.25
Delhi,70000,Toyota Etios G,Petrol,Manual,16.78,1496.0,88.73,3.25
Bangalore,45000,BMW X1 sDrive20d,Diesel,Automatic,17.05,1995.0,184.0,28.5
Kolkata,44000,Honda City ZX CVT,Petrol,Automatic,16.4,1497.0,78.0,1.5
Delhi,25500,Hyundai i20 Sportz 1.4 CRDi,Diesel,Manual,22.54,1396.0,88.73,7.0
Delhi,68000,Mercedes-Benz E-Class E350 CDI,Diesel,Automatic,13.0,2987.0,261.5,27.5
Ahmedabad,61786,Hyundai Creta 1.6 CRDi SX Option,Diesel,Manual,19.67,1582.0,126.2,10.5
Jaipur,65000,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Diesel,Automatic,15.73,1968.0,174.33,21.5
Delhi,77000,Land Rover Discovery Sport TD4 HSE,Diesel,Automatic,12.63,2179.0,147.5,35.0
Hyderabad,34000,Skoda Rapid 1.5 TDI AT Elegance Plus,Diesel,Automatic,21.66,1498.0,103.52,7.99
Coimbatore,59751,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.88
Mumbai,23312,Audi RS5 Coupe,Petrol,Automatic,11.05,2894.0,444.0,40.5
Mumbai,30000,Maruti Ciaz ZXi Plus,Petrol,Manual,20.73,1373.0,91.1,6.55
Coimbatore,60146,Audi Q5 2.0 TDI Premium Plus,Diesel,Automatic,14.16,1968.0,174.3,29.64
Coimbatore,44731,Ford Figo Diesel Titanium,Diesel,Manual,20.0,1399.0,68.0,4.34
Kochi,43316,Ford Ecosport 1.0 Ecoboost Titanium,Petrol,Manual,18.88,999.0,123.37,6.22
Delhi,92000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,2.25
Hyderabad,50000,Jaguar XF 2.2 Litre Luxury,Diesel,Automatic,16.36,2179.0,187.7,38.0
Mumbai,69000,Maruti Swift VXI BSIV,Petrol,Manual,20.4,1197.0,81.8,2.15
Coimbatore,60280,BMW 5 Series 520d Luxury Line,Diesel,Automatic,22.48,1995.0,190.0,22.45
Coimbatore,48161,Mercedes-Benz B Class B200 CDI,Diesel,Automatic,15.0,2143.0,107.3,20.87
Mumbai,41000,Honda Brio S MT,Petrol,Manual,19.4,1198.0,86.8,3.1
Mumbai,6000,Hyundai i20 Sportz 1.2,Petrol,Manual,18.6,1197.0,81.83,5.95
Mumbai,133000,Tata Indica V2 DLG TC,Diesel,Manual,16.8,1405.0,68.0,0.86
Delhi,76000,Toyota Fortuner 3.0 Diesel,Diesel,Manual,11.5,2982.0,171.0,9.25
Mumbai,15590,Hyundai i10 Sportz 1.1L,Petrol,Manual,19.81,1086.0,68.05,2.25
Kochi,69681,Hyundai i20 1.2 Sportz Option,Petrol,Manual,17.0,1197.0,80.0,6.13
Kochi,70362,Maruti Baleno LXI - BSIII,Petrol,Manual,15.4,1590.0,112.76521404351512,1.81
Pune,49112,Honda Amaze S AT i-Vtech,Petrol,Automatic,15.5,1198.0,86.7,3.79
Hyderabad,25000,Land Rover Range Rover 3.0 Diesel LWB Vogue,Diesel,Automatic,13.33,2993.0,255.0,160.0
Mumbai,74000,Toyota Etios Liva GD,Diesel,Manual,23.59,1364.0,112.76521404351512,3.6
Pune,15200,Hyundai i10 Sportz 1.2 AT,Petrol,Automatic,16.95,1197.0,78.9,3.85
Hyderabad,86300,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,4.5
Coimbatore,26731,Maruti Baleno RS Petrol,Petrol,Manual,21.1,998.0,100.0,8.61
Ahmedabad,74000,Hyundai i20 Sportz 1.4 CRDi,Diesel,Manual,21.9,1396.0,88.76,6.5
Chennai,83929,Toyota Corolla H4,Petrol,Automatic,11.3,1794.0,125.0,2.6
Pune,65000,Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Manual,12.99,2494.0,100.6,15.0
Pune,20000,Maruti Celerio VXI AT Optional,Petrol,Automatic,23.1,998.0,67.04,4.7
Hyderabad,122086,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Automatic,19.3,1968.0,141.0,12.99
Kochi,35442,Honda Mobilio S i VTEC,Petrol,Manual,17.3,1497.0,117.3,7.32
Delhi,62542,Hyundai Verna 1.6 CRDi SX,Diesel,Manual,23.9,1582.0,126.2,6.5
Coimbatore,26671,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,5.67
Chennai,83500,Ford Classic 1.4 Duratorq Titanium,Diesel,Manual,19.68,1399.0,67.0,3.0
Delhi,46166,Maruti Ciaz ZDi,Diesel,Manual,26.21,1248.0,88.5,5.5
Pune,25200,Maruti Wagon R VXI BS IV,Petrol,Manual,18.9,998.0,67.1,3.35
Coimbatore,35463,Audi A4 3.0 TDI Quattro,Diesel,Automatic,14.94,2967.0,241.4,25.02
Coimbatore,23249,Toyota Camry Hybrid 2.5,Petrol,Automatic,19.16,2487.0,175.67,26.11
Coimbatore,40310,Hyundai i20 Asta 1.2,Petrol,Manual,18.6,1197.0,81.83,7.09
Delhi,82069,Maruti SX4 Green Vxi (CNG),CNG,Manual,21.4,1586.0,103.3,2.65
Delhi,10000,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Manual,18.9,1197.0,81.86,6.5
Chennai,94000,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,4.5
Chennai,45000,BMW X5 xDrive 30d M Sport,Diesel,Automatic,15.97,2993.0,258.0,57.0
Kochi,52818,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,3.82
Jaipur,61238,Renault Duster 85PS Diesel RxE,Diesel,Manual,20.45,1461.0,83.8,5.25
Coimbatore,54253,Skoda Superb Style 1.8 TSI AT,Petrol,Automatic,14.67,1798.0,177.46,16.81
Delhi,71000,Audi Q5 2.0 TDI,Diesel,Automatic,14.16,1968.0,174.3,21.5
Hyderabad,20000,Maruti Baleno Delta 1.3,Diesel,Manual,27.39,1248.0,74.0,8.5
Delhi,75000,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,3.25
Coimbatore,11827,Mitsubishi Pajero Sport 4X4 AT,Diesel,Automatic,13.5,2477.0,175.56,27.11
Mumbai,51579,Maruti Ciaz VXi Plus,Petrol,Manual,20.73,1373.0,91.1,5.95
Kochi,65178,Renault Duster 85PS Diesel RxL Option,Diesel,Manual,19.87,1461.0,83.8,6.79
Mumbai,25350,Hyundai EON D Lite Plus Option,Petrol,Manual,21.1,814.0,55.2,2.55
Pune,92000,Honda CR-V 2.4 MT,Petrol,Manual,10.8,2354.0,152.0,3.7
Bangalore,45000,Hyundai Verna 1.6 SX VTVT,Petrol,Manual,17.01,1591.0,121.3,6.75
Kolkata,46000,Toyota Corolla Altis JS MT,Petrol,Manual,14.28,1798.0,138.03,6.95
Kochi,79940,Maruti SX4 ZXI MT BSIV,Petrol,Manual,15.5,1586.0,103.3,2.78
Coimbatore,28851,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,6.18
Bangalore,63000,Audi Q5 30 TDI quattro Premium Plus,Diesel,Automatic,14.16,1968.0,174.3,36.0
Coimbatore,77283,Honda City 1.5 V MT,Petrol,Manual,17.0,1497.0,118.0,5.81
Pune,38958,Maruti Wagon R VXI,Petrol,Manual,22.5,998.0,67.04,3.41
Bangalore,8900,Mitsubishi Pajero Sport 4X4 AT,Diesel,Automatic,13.5,2477.0,175.56,26.5
Hyderabad,38000,Skoda Octavia Elegance 1.8 TSI AT,Petrol,Automatic,14.7,1798.0,177.5,16.0
Kochi,44887,Hyundai Creta 1.6 CRDi SX Option,Diesel,Manual,19.67,1582.0,126.2,12.13
Hyderabad,85000,Maruti Alto LXi BSIII,Petrol,Manual,19.7,796.0,46.3,1.8
Pune,100000,Honda City V MT,Petrol,Manual,16.8,1497.0,116.3,6.25
Chennai,26239,Datsun redi-GO S,Petrol,Manual,22.7,799.0,53.0,2.75
Pune,97000,Skoda Yeti Ambition 4WD,Diesel,Manual,17.67,1968.0,138.08,6.0
Delhi,28000,Mercedes-Benz B Class B180,Petrol,Automatic,14.8,1595.0,120.7,11.56
Mumbai,20364,Volkswagen Polo GT TSI,Petrol,Automatic,17.21,1197.0,103.6,5.2
Coimbatore,64637,Ford EcoSport 1.5 TDCi Titanium,Diesel,Manual,22.77,1498.0,98.59,7.52
Coimbatore,15731,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,12.49
Coimbatore,56251,Toyota Fortuner 2.8 2WD MT,Diesel,Manual,14.24,2755.0,174.5,35.82
Chennai,28000,Maruti Swift Dzire ZXI,Petrol,Manual,20.85,1197.0,83.14,6.25
Coimbatore,20045,Hyundai i20 1.2 Asta with AVN,Petrol,Manual,17.0,1197.0,80.0,6.22
Bangalore,34004,Honda BR-V i-VTEC S MT,Petrol,Manual,15.4,1497.0,117.3,8.02
Mumbai,21000,Maruti Celerio ZXI,Petrol,Manual,23.1,998.0,67.04,3.75
Mumbai,68001,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Petrol,Automatic,10.93,3498.0,272.0,11.75
Kolkata,31000,Hyundai i10 Magna 1.2 iTech SE,Petrol,Manual,20.36,1197.0,78.9,2.25
Mumbai,8950,Toyota Etios Liva V,Petrol,Manual,17.71,1197.0,78.9,3.55
Coimbatore,43477,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Diesel,Automatic,15.0,2143.0,204.0,38.15
Ahmedabad,20000,Hyundai EON D Lite Plus,Petrol,Manual,21.1,814.0,55.2,2.66
Mumbai,47200,Maruti Wagon R CNG LXI,CNG,Manual,33.54,998.0,67.04,2.85
Bangalore,60000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,4.95
Chennai,111000,Mercedes-Benz S-Class 280 AT,Petrol,Automatic,13.0,2987.0,210.0,6.5
Pune,52000,Tata Indigo CS eVX,Diesel,Manual,25.0,1396.0,69.01,2.4
Pune,26000,Hyundai Creta 1.6 VTVT S,Petrol,Manual,15.29,1591.0,121.3,12.5
Pune,32425,Maruti Wagon R LXI BS IV,Petrol,Manual,20.51,998.0,67.04,3.0
Kochi,54758,Maruti Dzire VDI,Diesel,Manual,28.4,1248.0,73.75,6.67
Coimbatore,59833,Ford Ikon 1.3 Flair,Petrol,Manual,13.8,1299.0,70.0,1.97
Kolkata,30000,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.8
Jaipur,40496,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,2.65
Chennai,45000,Chevrolet Enjoy 1.3 TCDi LTZ 8,Diesel,Manual,18.2,1248.0,73.74,4.75
Mumbai,75000,Land Rover Range Rover 3.0 D,Diesel,Automatic,0.0,1616.5734702372692,112.76521404351512,16.11
Bangalore,34000,Mercedes-Benz E-Class 200 Kompressor Elegance,Petrol,Automatic,10.5,1796.0,157.7,19.0
Bangalore,62000,Maruti Swift Vdi BSIII,Diesel,Manual,17.8,1248.0,75.0,4.5
Hyderabad,123600,Mahindra XUV500 W8 4WD,Diesel,Manual,15.1,2179.0,140.0,8.25
Pune,80102,Toyota Etios Liva G,Petrol,Manual,17.71,1197.0,78.9,3.5
Pune,55000,Mahindra XUV500 W8 4WD,Diesel,Manual,15.1,2179.0,140.0,8.5
Hyderabad,48200,Hyundai Creta 1.6 VTVT S,Petrol,Manual,15.29,1591.0,121.3,9.0
Hyderabad,90000,Honda City i DTEC SV,Diesel,Manual,26.0,1498.0,98.6,6.75
Hyderabad,123900,Maruti Swift Dzire VDi,Diesel,Manual,19.3,1248.0,73.9,5.4
Delhi,13008,Maruti Wagon R LXI BS IV,Petrol,Manual,20.51,998.0,67.04,3.5
Hyderabad,60500,Hyundai EON Era Plus,Petrol,Manual,21.1,814.0,55.2,2.6
Bangalore,53841,Toyota Innova Crysta 2.8 ZX AT,Diesel,Automatic,11.36,2755.0,171.5,20.5
Kochi,47183,Hyundai Creta 1.6 SX Option,Petrol,Manual,15.8,1591.0,121.3,11.31
Kolkata,10000,Maruti Wagon R VXI Plus,Petrol,Manual,20.51,998.0,67.04,4.5
Chennai,45000,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Diesel,Automatic,11.3,2987.0,254.8,56.0
Kochi,3923,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,5.2
Delhi,85000,Mahindra Scorpio SLE BSIV,Diesel,Manual,12.05,2179.0,120.0,5.25
Kochi,6279,Datsun redi-GO T Option,Petrol,Manual,22.7,799.0,53.64,3.6
Pune,74500,Fiat Grande Punto EVO 1.3 Active,Diesel,Manual,21.2,1248.0,75.0,3.3
Kolkata,42000,Hyundai Elantra CRDi SX,Diesel,Manual,22.7,1582.0,126.24,5.85
Delhi,56510,Maruti Swift Dzire LXI,Petrol,Manual,19.1,1197.0,85.8,3.9
Delhi,88000,Audi A4 2.0 TDI Multitronic,Diesel,Automatic,16.55,1968.0,140.0,7.98
Mumbai,36631,Honda Brio VX AT,Petrol,Automatic,16.5,1198.0,86.8,4.3
Kolkata,34000,Maruti Wagon R LXI BS IV,Petrol,Manual,18.9,998.0,67.1,2.25
Ahmedabad,49000,Hyundai i10 Magna 1.1,Petrol,Manual,19.81,1086.0,68.05,3.2
Hyderabad,65254,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,6.55
Bangalore,95000,Hyundai Verna 1.6 SX,Diesel,Manual,22.32,1582.0,126.32,6.9
Chennai,83000,Maruti Ritz VDi,Diesel,Manual,23.2,1248.0,73.94,2.95
Coimbatore,101065,Hyundai Creta 1.6 SX Option Diesel,Diesel,Manual,20.5,1582.0,126.2,11.45
Kochi,15134,Maruti Baleno Delta,Petrol,Manual,21.4,1197.0,83.1,6.37
Jaipur,72000,Hyundai Verna 1.6 CRDI,Diesel,Manual,22.32,1582.0,126.3,5.0
Chennai,120000,Tata Indica Vista Quadrajet VX,Diesel,Manual,22.3,1248.0,74.0,2.6
Kolkata,45000,Hyundai i20 1.2 Magna,Petrol,Manual,18.5,1197.0,80.0,1.9
Kochi,54996,Porsche Panamera Diesel,Diesel,Automatic,17.85,2967.0,300.0,60.95
Coimbatore,22874,Maruti Eeco Smiles 5 Seater AC,Petrol,Manual,15.1,1196.0,73.0,4.44
Chennai,58000,BMW 3 Series 320d Sport,Diesel,Automatic,22.69,1995.0,190.0,15.3
Chennai,86000,Maruti Ertiga VDI,Diesel,Manual,25.47,1248.0,88.5,8.2
Ahmedabad,69000,Hyundai Xcent 1.2 Kappa AT S Option,Petrol,Automatic,16.9,1197.0,81.86,5.25
Pune,55001,Volkswagen Vento 1.2 TSI Highline AT,Petrol,Automatic,16.93,1197.0,103.2,8.5
Chennai,28000,Audi Q3 35 TDI Quattro Premium,Diesel,Automatic,15.73,1968.0,174.33,23.75
Delhi,53213,Hyundai i10 Magna 1.1,Petrol,Manual,19.81,1086.0,68.05,2.74
Coimbatore,44340,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Diesel,Automatic,16.96,1968.0,138.03,13.83
Mumbai,16900,Maruti Baleno RS 1.0 Petrol,Petrol,Manual,21.1,998.0,100.0,6.99
Jaipur,57000,Hyundai i10 Era,Petrol,Manual,19.81,1086.0,68.05,2.25
Hyderabad,83165,Toyota Innova 2.5 G4 Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,11.49
Coimbatore,24735,Chevrolet Beat LT,Petrol,Manual,18.6,1199.0,79.4,2.87
Kolkata,65175,Toyota Innova 2.5 G3,Diesel,Manual,12.8,2494.0,102.0,3.25
Pune,60000,Honda A ord 2.4 Inspire M/T,Petrol,Manual,9.8,2354.0,180.0,3.5
Kochi,60357,Mahindra KUV 100 mFALCON D75 K4 Plus,Diesel,Manual,25.32,1198.0,77.0,4.49
Jaipur,77000,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,2.9
Coimbatore,85301,Toyota Innova 2.0 GX 8 STR,Petrol,Manual,12.4,1998.0,132.0,12.36
Mumbai,50000,Mahindra Scorpio VLX AT AIRBAG BSIV,Diesel,Automatic,11.79,2179.0,120.0,6.0
Chennai,58000,BMW 7 Series 730Ld Sedan,Diesel,Automatic,16.46,2993.0,258.0,31.0
Kolkata,39000,Honda City i-DTEC SV,Diesel,Manual,25.6,1498.0,98.6,5.49
Coimbatore,46190,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Manual,22.07,1199.0,73.9,5.86
Mumbai,83000,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,9.0
Jaipur,33000,Volkswagen Vento 1.6 Highline,Petrol,Manual,16.09,1598.0,103.5,7.7
Coimbatore,27279,Honda City i VTEC V,Petrol,Manual,17.4,1497.0,117.3,9.47
Bangalore,53900,Audi Q5 2.0 TDI Premium Plus,Diesel,Automatic,14.16,1968.0,174.3,29.0
Kochi,63998,Honda City 1.5 V AT Exclusive,Petrol,Automatic,17.0,1497.0,118.0,5.42
Coimbatore,57932,Maruti Swift VXI BSIV,Petrol,Manual,20.4,1197.0,81.8,6.39
Jaipur,25000,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,2.75
Chennai,169000,Ford Figo Diesel Titanium,Diesel,Manual,20.0,1399.0,68.0,2.5
Delhi,53000,Hyundai Santro Xing GL Plus,Petrol,Manual,17.92,1086.0,62.1,2.35
Coimbatore,43053,Maruti Wagon R VXI,Petrol,Manual,18.9,998.0,67.1,4.65
Ahmedabad,75000,Honda City i DTEC SV,Diesel,Manual,26.0,1498.0,98.6,6.0
Pune,89000,Honda City V MT AVN,Petrol,Manual,16.8,1497.0,116.3,3.5
Hyderabad,75578,Honda City i DTEC VX,Diesel,Manual,25.1,1498.0,98.6,7.0
Bangalore,46676,Hyundai Verna VTVT 1.6 SX,Petrol,Manual,17.0,1591.0,121.3,7.75
Kochi,51349,Maruti Alto K10 LXI,Petrol,Manual,24.07,998.0,67.1,2.93
Kolkata,34233,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Diesel,Automatic,14.21,2143.0,203.0,22.5
Coimbatore,39626,BMW X6 xDrive30d,Diesel,Automatic,11.2,2993.0,241.0,40.66
Pune,82500,Maruti Wagon R LXI BSIII,Petrol,Manual,14.0,1061.0,64.0,1.75
Hyderabad,63000,Renault Duster RXZ AWD,Diesel,Manual,19.72,1461.0,108.45,8.2
Delhi,77001,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Diesel,Manual,12.05,2179.0,120.0,4.49
Chennai,43000,Ford Endeavour 3.2 Trend AT 4X4,Diesel,Automatic,10.91,3198.0,197.2,26.5
Hyderabad,61111,Maruti Zen Estilo LXI BS IV,Petrol,Manual,19.0,998.0,67.1,2.6
Bangalore,79000,Hyundai Santro Xing XG,Petrol,Manual,17.0,1616.5734702372692,112.76521404351512,1.65
Kolkata,43000,Hyundai i10 Asta,Petrol,Manual,20.36,1197.0,78.9,2.49
Hyderabad,47000,Honda Brio VX AT,Petrol,Automatic,16.5,1198.0,86.8,5.4
Jaipur,34000,Maruti Wagon R AMT VXI,Petrol,Automatic,20.51,998.0,67.0,4.35
Coimbatore,22060,Audi Q3 30 TDI Premium FWD,Diesel,Automatic,18.51,1968.0,147.51,32.73
Chennai,63000,Mercedes-Benz M-Class ML 350 4Matic,Diesel,Automatic,0.0,2987.0,165.0,26.0
Jaipur,80000,Maruti Wagon R LXI,Petrol,Manual,18.9,998.0,67.1,2.5
Kochi,13506,Audi A4 35 TDI Premium Plus,Diesel,Automatic,18.25,1968.0,187.74,21.66
Mumbai,16000,Renault KWID RXT Optional,Petrol,Manual,25.17,799.0,53.3,2.99
Kolkata,31006,Maruti Alto 800 2016-2019 VXI,Petrol,Manual,24.7,796.0,47.3,2.61
Delhi,91200,Toyota Innova 2.5 GX (Diesel) 8 Seater,Diesel,Manual,12.99,2494.0,100.0,8.25
Pune,43000,Toyota Corolla Altis 2008-2013 1.8 VL AT,Petrol,Automatic,14.53,1794.0,138.1,12.5
Hyderabad,45000,Ford Figo 2015-2019 1.5D Titanium Plus MT,Diesel,Manual,25.83,1498.0,99.0,5.5
Coimbatore,28637,Honda Brio S MT,Petrol,Manual,19.4,1198.0,86.8,5.53
Pune,69870,Ford Ikon 1.6 ZXI NXt,Petrol,Manual,14.2,1597.0,92.0,1.1
Mumbai,84000,Mahindra Scorpio 2009-2014 LX 2WD 7S,Diesel,Manual,12.05,2179.0,120.0,6.85
Coimbatore,84143,Mercedes-Benz S-Class 320 L,Petrol,Manual,13.0,2987.0,210.0,17.09
Delhi,77000,Mahindra Scorpio SLE BSIV,Diesel,Manual,12.05,2179.0,120.0,4.93
Ahmedabad,75000,Land Rover Freelander 2 SE,Diesel,Automatic,12.39,2179.0,147.51,17.5
Delhi,76155,Chevrolet Beat LS,Petrol,Manual,18.6,1199.0,79.4,1.95
Bangalore,98000,Maruti Swift ZDi,Diesel,Manual,22.9,1248.0,74.0,6.1
Mumbai,48233,Toyota Corolla H2,Petrol,Manual,13.4,1794.0,125.0,1.8
Bangalore,63000,Audi Q5 3.0 TDI Quattro,Diesel,Automatic,13.22,2967.0,241.4,34.5
Coimbatore,34063,Hyundai EON Era Plus,Petrol,Manual,21.1,814.0,55.2,4.01
Kolkata,32576,Honda Amaze S Petrol,Petrol,Manual,19.5,1199.0,88.76,3.15
Mumbai,28843,Ford Figo Aspire 1.5 Ti-VCT Titanium,Petrol,Automatic,17.01,1499.0,110.5,5.49
Bangalore,26000,Renault Duster 110PS Diesel RxL AMT,Diesel,Automatic,19.6,1461.0,108.45,10.0
Kolkata,39000,Honda City V AT,Petrol,Automatic,15.6,1497.0,116.3,4.55
Mumbai,66000,Maruti Alto LXi,Petrol,Manual,19.7,796.0,46.3,1.5
Kolkata,38002,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,2.15
Chennai,49000,Chevrolet Spark 1.0 LS,Petrol,Manual,18.0,995.0,62.0,1.4
Bangalore,52000,Skoda Rapid 1.5 TDI Ambition Plus,Diesel,Manual,21.14,1498.0,103.6,6.2
Mumbai,56500,Audi A6 2011-2015 2.0 TDI Premium Plus,Diesel,Automatic,17.68,1968.0,174.33,19.8
Mumbai,20568,Honda Jazz 1.2 V i VTEC,Petrol,Manual,18.7,1199.0,88.7,5.6
Mumbai,26000,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Petrol,Manual,15.29,1591.0,121.3,9.5
Delhi,56000,Chevrolet Beat LS,Petrol,Manual,18.6,1199.0,79.4,2.21
Coimbatore,27509,Datsun redi-GO T Option,Petrol,Manual,22.7,799.0,53.64,3.31
Kochi,36216,Hyundai Xcent 1.2 Kappa S Option,Petrol,Manual,19.1,1197.0,81.86,5.44
Kolkata,28888,Mercedes-Benz E-Class 230 E AT,Petrol,Automatic,10.0,2496.0,157.7,7.56
Jaipur,120000,Maruti Swift ZDi,Diesel,Manual,22.9,1248.0,74.0,3.2
Kochi,31396,Maruti Celerio ZXI,Petrol,Manual,23.1,998.0,67.04,5.53
Hyderabad,79000,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Automatic,19.3,1968.0,141.0,17.0
Delhi,62000,Honda City 1.5 V AT,Petrol,Automatic,16.8,1497.0,118.0,3.55
Chennai,120000,Honda A ord V6 AT,Petrol,Automatic,9.0,2997.0,218.0,2.65
Mumbai,53000,Skoda Superb Style 1.8 TSI AT,Petrol,Automatic,14.67,1798.0,177.46,17.85
Coimbatore,124313,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Manual,12.99,2494.0,100.6,7.96
Pune,26725,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.25
Kolkata,45617,Maruti Ertiga VDI,Diesel,Manual,20.77,1248.0,88.76,5.85
Mumbai,37000,Mercedes-Benz A Class A180 CDI,Diesel,Automatic,20.0,2143.0,107.3,13.0
Kochi,109147,Mahindra Xylo E2,Diesel,Manual,14.0,2498.0,112.0,2.65
Ahmedabad,59000,Honda Amaze E i-Dtech,Diesel,Manual,25.8,1498.0,98.6,4.75
Pune,28000,Renault KWID RXT,Petrol,Manual,25.17,799.0,53.3,2.65
Pune,4700,Renault KWID RXT,Petrol,Manual,25.17,799.0,53.3,3.0
Coimbatore,72469,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,32.52
Pune,57539,Hyundai Verna 1.6 SX CRDI (O) AT,Diesel,Automatic,22.32,1582.0,126.32,7.75
Delhi,42000,Toyota Innova Crysta 2.8 ZX AT,Diesel,Automatic,11.36,2755.0,171.5,19.6
Delhi,62489,Hyundai i20 Sportz Option,Petrol,Manual,17.0,1197.0,80.0,2.6
Mumbai,51167,Volkswagen Polo Petrol Comfortline 1.2L,Petrol,Manual,16.47,1198.0,73.9,3.76
Chennai,130000,Volkswagen Vento Diesel Trendline,Diesel,Manual,20.54,1598.0,103.6,4.75
Mumbai,63000,Honda City ZX GXi,Petrol,Manual,17.7,1497.0,78.0,1.75
Bangalore,60000,Hyundai Verna Transform Xxi ABS,Petrol,Manual,16.2,1599.0,103.2,3.95
Pune,123200,Hyundai A ent GLE,Petrol,Manual,13.2,1495.0,94.0,1.0
Jaipur,115692,Skoda Laura Ambiente 2.0 TDI CR AT,Diesel,Automatic,20.0,1968.0,138.1,4.5
Coimbatore,87073,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Petrol,Automatic,10.93,2497.0,204.0,17.23
Kochi,40901,Hyundai i20 Sportz 1.2,Petrol,Manual,18.6,1197.0,81.83,5.76
Coimbatore,36264,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,4.32
Delhi,60000,Hyundai i10 Magna 1.1L,Petrol,Manual,19.81,1086.0,68.05,1.9
Pune,20000,Volkswagen Ameo 1.2 MPI Anniversary Edition,Petrol,Manual,17.0,1198.0,74.0,5.5
Mumbai,68400,Toyota Camry 2.5 G,Petrol,Automatic,12.98,2494.0,178.4,13.5
Bangalore,71231,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,9.75
Hyderabad,75000,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Automatic,17.2,1968.0,138.1,9.44
Mumbai,1997,Maruti Wagon R VXI AMT,Petrol,Automatic,22.5,998.0,67.0,4.45
Pune,47300,Maruti Vitara Brezza ZDi Plus Dual Tone,Diesel,Manual,24.3,1248.0,88.5,8.85
Delhi,61449,Hyundai Santro Xing GL,Petrol,Manual,0.0,1086.0,62.0,2.15
