Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2010,Delhi,Maruti A-Star Lxi,70000,Petrol,Manual,First,19.0,998.0,,2.0
2015,Kochi,Maruti Ritz LDi,35314,Diesel,Manual,First,23.2,1248.0,,4.27
2017,Kochi,Honda City i VTEC SV,38691,Petrol,Manual,First,17.8,1497.0,,7.68
2017,Coimbatore,Toyota Innova 2.5 GX (Diesel) 7 Seater,72717,Diesel,Manual,First,12.99,2494.0,,14.52
2011,Mumbai,Mercedes-Benz R-Class R350 4Matic Long,82000,Petrol,Automatic,Second,11.8,3498.0,,16.85
2015,Mumbai,Skoda Rapid 1.5 TDI Elegance,44000,Diesel,Manual,First,21.14,1498.0,,5.75
2017,Mumbai,Ford Ecosport 1.5 Ti VCT MT Titanium,27000,Petrol,Manual,First,15.8,1499.0,,8.3
2014,Chennai,Maruti Celerio VXI AT,18500,Petrol,Automatic,First,23.1,998.0,,3.95
2014,Mumbai,Volkswagen Vento Petrol Highline,45000,Petrol,Manual,First,15.04,1598.0,,4.8
2011,Ahmedabad,Volvo XC60 D5,173000,Diesel,Automatic,First,13.5,2400.0,,12.0
2017,Ahmedabad,Toyota Etios Cross 1.4 GD,42000,Diesel,Manual,First,23.59,1364.0,,6.25
2012,Jaipur,Tata Indica Vista TDI LX,90000,Diesel,Manual,First,19.4,1405.0,,2.5
2014,Pune,Honda City i VTEC CVT VX,82329,Petrol,Automatic,First,18.0,1497.0,,7.5
2010,Delhi,Honda City 1.5 V MT,80302,Petrol,Manual,First,17.0,1497.0,,3.5
2005,Hyderabad,Skoda Octavia Rider Classic 1.9 TDI,105000,Diesel,Manual,First,18.7,1896.0,,1.99
2009,Kolkata,Toyota Corolla 1.8 J,60000,Petrol,Manual,First,14.53,1798.0,,2.25
2014,Delhi,Toyota Etios G,70000,Petrol,Manual,First,16.78,1496.0,,3.25
2016,Bangalore,BMW X1 sDrive20d,45000,Diesel,Automatic,First,17.05,1995.0,,28.5
2006,Kolkata,Honda City ZX CVT,44000,Petrol,Automatic,First,16.4,1497.0,,1.5
2017,Delhi,Hyundai i20 Sportz 1.4 CRDi,25500,Diesel,Manual,First,22.54,1396.0,,7.0
2014,Delhi,Mercedes-Benz E-Class E350 CDI,68000,Diesel,Automatic,First,13.0,2987.0,,27.5
2015,Ahmedabad,Hyundai Creta 1.6 CRDi SX Option,61786,Diesel,Manual,First,19.67,1582.0,,10.5
2014,Jaipur,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,65000,Diesel,Automatic,Second,15.73,1968.0,,21.5
2016,Delhi,Land Rover Discovery Sport TD4 HSE,77000,Diesel,Automatic,First,12.63,2179.0,,35.0
2015,Hyderabad,Skoda Rapid 1.5 TDI AT Elegance Plus,34000,Diesel,Automatic,First,21.66,1498.0,,7.99
2015,Coimbatore,Maruti Celerio VXI AT,59751,Petrol,Automatic,First,23.1,998.0,,4.88
2013,Mumbai,Audi RS5 Coupe,23312,Petrol,Automatic,First,11.05,2894.0,1.28 Cr,40.5
2015,Mumbai,Maruti Ciaz ZXi Plus,30000,Petrol,Manual,First,20.73,1373.0,,6.55
2015,Coimbatore,Audi Q5 2.0 TDI Premium Plus,60146,Diesel,Automatic,First,14.16,1968.0,,29.64
2013,Coimbatore,Ford Figo Diesel Titanium,44731,Diesel,Manual,Second,20.0,1399.0,,4.34
2014,Kochi,Ford Ecosport 1.0 Ecoboost Titanium,43316,Petrol,Manual,First,18.88,999.0,,6.22
2009,Delhi,Honda City 1.5 S MT,92000,Petrol,Manual,Second,17.0,1497.0,,2.25
2015,Hyderabad,Jaguar XF 2.2 Litre Luxury,50000,Diesel,Automatic,First,16.36,2179.0,,38.0
2008,Mumbai,Maruti Swift VXI BSIV,69000,Petrol,Manual,Second,20.4,1197.0,,2.15
2014,Coimbatore,BMW 5 Series 520d Luxury Line,60280,Diesel,Automatic,First,22.48,1995.0,63.71 Lakh,22.45
2017,Coimbatore,Mercedes-Benz B Class B200 CDI,48161,Diesel,Automatic,First,15.0,2143.0,,20.87
2013,Mumbai,Honda Brio S MT,41000,Petrol,Manual,First,19.4,1198.0,,3.1
2016,Mumbai,Hyundai i20 Sportz 1.2,6000,Petrol,Manual,First,18.6,1197.0,,5.95
2006,Mumbai,Tata Indica V2 DLG TC,133000,Diesel,Manual,Second,16.8,1405.0,,0.86
2010,Delhi,Toyota Fortuner 3.0 Diesel,76000,Diesel,Manual,First,11.5,2982.0,,9.25
2011,Mumbai,Hyundai i10 Sportz 1.1L,15590,Petrol,Manual,First,19.81,1086.0,,2.25
2016,Kochi,Hyundai i20 1.2 Sportz Option,69681,Petrol,Manual,First,17.0,1197.0,,6.13
2006,Kochi,Maruti Baleno LXI - BSIII,70362,Petrol,Manual,Second,15.4,1590.0,,1.81
2014,Pune,Honda Amaze S AT i-Vtech,49112,Petrol,Automatic,Second,15.5,1198.0,,3.79
2017,Hyderabad,Land Rover Range Rover 3.0 Diesel LWB Vogue,25000,Diesel,Automatic,First,13.33,2993.0,2.3 Cr,160.0
2011,Mumbai,Toyota Etios Liva GD,74000,Diesel,Manual,First,23.59,1364.0,,3.6
2013,Pune,Hyundai i10 Sportz 1.2 AT,15200,Petrol,Automatic,Second,16.95,1197.0,,3.85
2013,Hyderabad,Volkswagen Polo Diesel Trendline 1.2L,86300,Diesel,Manual,First,22.07,1199.0,,4.5
2018,Coimbatore,Maruti Baleno RS Petrol,26731,Petrol,Manual,First,21.1,998.0,10.89 Lakh,8.61
2016,Ahmedabad,Hyundai i20 Sportz 1.4 CRDi,74000,Diesel,Manual,First,21.9,1396.0,,6.5
2005,Chennai,Toyota Corolla H4,83929,Petrol,Automatic,First,11.3,1794.0,,2.6
2015,Pune,Toyota Innova 2.5 VX (Diesel) 7 Seater,65000,Diesel,Manual,First,12.99,2494.0,,15.0
2017,Pune,Maruti Celerio VXI AT Optional,20000,Petrol,Automatic,First,23.1,998.0,,4.7
2015,Hyderabad,Skoda Octavia Elegance 2.0 TDI AT,122086,Diesel,Automatic,First,19.3,1968.0,,12.99
2018,Kochi,Honda Mobilio S i VTEC,35442,Petrol,Manual,First,17.3,1497.0,,7.32
2015,Delhi,Hyundai Verna 1.6 CRDi SX,62542,Diesel,Manual,Second,23.9,1582.0,,6.5
2012,Coimbatore,Honda City 1.5 S MT,26671,Petrol,Manual,Second,17.0,1497.0,,5.67
2014,Chennai,Ford Classic 1.4 Duratorq Titanium,83500,Diesel,Manual,Second,19.68,1399.0,,3.0
2015,Delhi,Maruti Ciaz ZDi,46166,Diesel,Manual,Second,26.21,1248.0,,5.5
2015,Pune,Maruti Wagon R VXI BS IV,25200,Petrol,Manual,First,18.9,998.0,,3.35
2015,Coimbatore,Audi A4 3.0 TDI Quattro,35463,Diesel,Automatic,First,14.94,2967.0,,25.02
2017,Coimbatore,Toyota Camry Hybrid 2.5,23249,Petrol,Automatic,First,19.16,2487.0,40.62 Lakh,26.11
2016,Coimbatore,Hyundai i20 Asta 1.2,40310,Petrol,Manual,First,18.6,1197.0,,7.09
2012,Delhi,Maruti SX4 Green Vxi (CNG),82069,CNG,Manual,First,21.4,1586.0,,2.65
2018,Delhi,Hyundai Grand i10 1.2 Kappa Asta,10000,Petrol,Manual,First,18.9,1197.0,7.54 Lakh,6.5
2012,Chennai,Volkswagen Polo Diesel Trendline 1.2L,94000,Diesel,Manual,First,22.07,1199.0,,4.5
2016,Chennai,BMW X5 xDrive 30d M Sport,45000,Diesel,Automatic,First,15.97,2993.0,,57.0
2012,Kochi,Volkswagen Polo Petrol Comfortline 1.2L,52818,Petrol,Manual,First,16.47,1198.0,,3.82
2013,Jaipur,Renault Duster 85PS Diesel RxE,61238,Diesel,Manual,First,20.45,1461.0,,5.25
2016,Coimbatore,Skoda Superb Style 1.8 TSI AT,54253,Petrol,Automatic,First,14.67,1798.0,30.19 Lakh,16.81
2013,Delhi,Audi Q5 2.0 TDI,71000,Diesel,Automatic,First,14.16,1968.0,,21.5
2017,Hyderabad,Maruti Baleno Delta 1.3,20000,Diesel,Manual,First,27.39,1248.0,,8.5
2013,Delhi,Volkswagen Polo Petrol Comfortline 1.2L,75000,Petrol,Manual,First,16.47,1198.0,,3.25
2019,Coimbatore,Mitsubishi Pajero Sport 4X4 AT,11827,Diesel,Automatic,First,13.5,2477.0,,27.11
2015,Mumbai,Maruti Ciaz VXi Plus,51579,Petrol,Manual,First,20.73,1373.0,,5.95
2015,Kochi,Renault Duster 85PS Diesel RxL Option,65178,Diesel,Manual,First,19.87,1461.0,,6.79
2016,Mumbai,Hyundai EON D Lite Plus Option,25350,Petrol,Manual,First,21.1,814.0,,2.55
2008,Pune,Honda CR-V 2.4 MT,92000,Petrol,Manual,Second,10.8,2354.0,,3.7
2014,Bangalore,Hyundai Verna 1.6 SX VTVT,45000,Petrol,Manual,Second,17.01,1591.0,,6.75
2015,Kolkata,Toyota Corolla Altis JS MT,46000,Petrol,Manual,First,14.28,1798.0,,6.95
2011,Kochi,Maruti SX4 ZXI MT BSIV,79940,Petrol,Manual,First,15.5,1586.0,,2.78
2016,Coimbatore,Volkswagen Polo Petrol Comfortline 1.2L,28851,Petrol,Manual,First,16.47,1198.0,,6.18
2015,Bangalore,Audi Q5 30 TDI quattro Premium Plus,63000,Diesel,Automatic,First,14.16,1968.0,,36.0
2012,Coimbatore,Honda City 1.5 V MT,77283,Petrol,Manual,First,17.0,1497.0,,5.81
2014,Pune,Maruti Wagon R VXI,38958,Petrol,Manual,First,22.5,998.0,5.56 Lakh,3.41
2018,Bangalore,Mitsubishi Pajero Sport 4X4 AT,8900,Diesel,Automatic,First,13.5,2477.0,,26.5
2015,Hyderabad,Skoda Octavia Elegance 1.8 TSI AT,38000,Petrol,Automatic,First,14.7,1798.0,,16.0
2017,Kochi,Hyundai Creta 1.6 CRDi SX Option,44887,Diesel,Manual,First,19.67,1582.0,,12.13
2009,Hyderabad,Maruti Alto LXi BSIII,85000,Petrol,Manual,Second,19.7,796.0,,1.8
2013,Pune,Honda City V MT,100000,Petrol,Manual,First,16.8,1497.0,,6.25
2016,Chennai,Datsun redi-GO S,26239,Petrol,Manual,First,22.7,799.0,4.43 Lakh,2.75
2011,Pune,Skoda Yeti Ambition 4WD,97000,Diesel,Manual,First,17.67,1968.0,,6.0
2013,Delhi,Mercedes-Benz B Class B180,28000,Petrol,Automatic,First,14.8,1595.0,,11.56
2014,Mumbai,Volkswagen Polo GT TSI,20364,Petrol,Automatic,Second,17.21,1197.0,,5.2
2014,Coimbatore,Ford EcoSport 1.5 TDCi Titanium,64637,Diesel,Manual,First,22.77,1498.0,,7.52
2017,Coimbatore,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,15731,Petrol,Manual,First,15.29,1591.0,,12.49
2019,Coimbatore,Toyota Fortuner 2.8 2WD MT,56251,Diesel,Manual,First,14.24,2755.0,37.17 Lakh,35.82
2017,Chennai,Maruti Swift Dzire ZXI,28000,Petrol,Manual,First,20.85,1197.0,,6.25
2015,Coimbatore,Hyundai i20 1.2 Asta with AVN,20045,Petrol,Manual,First,17.0,1197.0,,6.22
2016,Bangalore,Honda BR-V i-VTEC S MT,34004,Petrol,Manual,First,15.4,1497.0,12.9 Lakh,8.02
2014,Mumbai,Maruti Celerio ZXI,21000,Petrol,Manual,First,23.1,998.0,,3.75
2009,Mumbai,Mercedes-Benz E-Class 2009-2013 E350 Petrol,68001,Petrol,Automatic,Second,10.93,3498.0,,11.75
2012,Kolkata,Hyundai i10 Magna 1.2 iTech SE,31000,Petrol,Manual,First,20.36,1197.0,,2.25
2013,Mumbai,Toyota Etios Liva V,8950,Petrol,Manual,First,17.71,1197.0,,3.55
2017,Coimbatore,Mercedes-Benz E-Class 2015-2017 E250 Edition E,43477,Diesel,Automatic,First,15.0,2143.0,,38.15
2015,Ahmedabad,Hyundai EON D Lite Plus,20000,Petrol,Manual,First,21.1,814.0,,2.66
2014,Mumbai,Maruti Wagon R CNG LXI,47200,CNG,Manual,First,33.54,998.0,5.58 Lakh,2.85
2011,Bangalore,Honda City 1.5 S MT,60000,Petrol,Manual,First,17.0,1497.0,,4.95
2003,Chennai,Mercedes-Benz S-Class 280 AT,111000,Petrol,Automatic,First,13.0,2987.0,,6.5
2016,Pune,Tata Indigo CS eVX,52000,Diesel,Manual,Second,25.0,1396.0,,2.4
2016,Pune,Hyundai Creta 1.6 VTVT S,26000,Petrol,Manual,First,15.29,1591.0,,12.5
2013,Pune,Maruti Wagon R LXI BS IV,32425,Petrol,Manual,First,20.51,998.0,,3.0
2017,Kochi,Maruti Dzire VDI,54758,Diesel,Manual,First,28.4,1248.0,8.58 Lakh,6.67
2008,Coimbatore,Ford Ikon 1.3 Flair,59833,Petrol,Manual,Fourth & Above,13.8,1299.0,,1.97
2013,Kolkata,Volkswagen Polo Petrol Comfortline 1.2L,30000,Petrol,Manual,First,16.47,1198.0,,2.8
2011,Jaipur,Hyundai i10 Magna 1.2,40496,Petrol,Manual,First,20.36,1197.0,,2.65
2014,Chennai,Chevrolet Enjoy 1.3 TCDi LTZ 8,45000,Diesel,Manual,First,18.2,1248.0,,4.75
2003,Mumbai,Land Rover Range Rover 3.0 D,75000,Diesel,Automatic,Second,0.0,,,16.11
2011,Bangalore,Mercedes-Benz E-Class 200 Kompressor Elegance,34000,Petrol,Automatic,Second,10.5,1796.0,,19.0
2012,Bangalore,Maruti Swift Vdi BSIII,62000,Diesel,Manual,First,17.8,1248.0,,4.5
2012,Hyderabad,Mahindra XUV500 W8 4WD,123600,Diesel,Manual,First,15.1,2179.0,,8.25
2014,Pune,Toyota Etios Liva G,80102,Petrol,Manual,First,17.71,1197.0,,3.5
2013,Pune,Mahindra XUV500 W8 4WD,55000,Diesel,Manual,First,15.1,2179.0,,8.5
2015,Hyderabad,Hyundai Creta 1.6 VTVT S,48200,Petrol,Manual,First,15.29,1591.0,,9.0
2014,Hyderabad,Honda City i DTEC SV,90000,Diesel,Manual,First,26.0,1498.0,,6.75
2014,Hyderabad,Maruti Swift Dzire VDi,123900,Diesel,Manual,First,19.3,1248.0,,5.4
2015,Delhi,Maruti Wagon R LXI BS IV,13008,Petrol,Manual,First,20.51,998.0,,3.5
2012,Hyderabad,Hyundai EON Era Plus,60500,Petrol,Manual,First,21.1,814.0,,2.6
2017,Bangalore,Toyota Innova Crysta 2.8 ZX AT,53841,Diesel,Automatic,First,11.36,2755.0,28.05 Lakh,20.5
2017,Kochi,Hyundai Creta 1.6 SX Option,47183,Petrol,Manual,Second,15.8,1591.0,15.86 Lakh,11.31
2018,Kolkata,Maruti Wagon R VXI Plus,10000,Petrol,Manual,First,20.51,998.0,,4.5
2015,Chennai,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,45000,Diesel,Automatic,First,11.3,2987.0,,56.0
2017,Kochi,Maruti Celerio VXI,3923,Petrol,Manual,First,23.1,998.0,,5.2
2011,Delhi,Mahindra Scorpio SLE BSIV,85000,Diesel,Manual,First,12.05,2179.0,,5.25
2018,Kochi,Datsun redi-GO T Option,6279,Petrol,Manual,First,22.7,799.0,4.05 Lakh,3.6
2014,Pune,Fiat Grande Punto EVO 1.3 Active,74500,Diesel,Manual,First,21.2,1248.0,,3.3
2013,Kolkata,Hyundai Elantra CRDi SX,42000,Diesel,Manual,First,22.7,1582.0,,5.85
2014,Delhi,Maruti Swift Dzire LXI,56510,Petrol,Manual,First,19.1,1197.0,,3.9
2009,Delhi,Audi A4 2.0 TDI Multitronic,88000,Diesel,Automatic,First,16.55,1968.0,,7.98
2014,Mumbai,Honda Brio VX AT,36631,Petrol,Automatic,First,16.5,1198.0,,4.3
2011,Kolkata,Maruti Wagon R LXI BS IV,34000,Petrol,Manual,First,18.9,998.0,,2.25
2013,Ahmedabad,Hyundai i10 Magna 1.1,49000,Petrol,Manual,First,19.81,1086.0,,3.2
2012,Hyderabad,Hyundai Verna 1.6 SX,65254,Diesel,Manual,First,22.32,1582.0,,6.55
2014,Bangalore,Hyundai Verna 1.6 SX,95000,Diesel,Manual,Second,22.32,1582.0,,6.9
2009,Chennai,Maruti Ritz VDi,83000,Diesel,Manual,First,23.2,1248.0,,2.95
2017,Coimbatore,Hyundai Creta 1.6 SX Option Diesel,101065,Diesel,Manual,First,20.5,1582.0,19.18 Lakh,11.45
2017,Kochi,Maruti Baleno Delta,15134,Petrol,Manual,First,21.4,1197.0,7.36 Lakh,6.37
2011,Jaipur,Hyundai Verna 1.6 CRDI,72000,Diesel,Manual,First,22.32,1582.0,,5.0
2012,Chennai,Tata Indica Vista Quadrajet VX,120000,Diesel,Manual,Second,22.3,1248.0,,2.6
2010,Kolkata,Hyundai i20 1.2 Magna,45000,Petrol,Manual,First,18.5,1197.0,,1.9
2015,Kochi,Porsche Panamera Diesel,54996,Diesel,Automatic,First,17.85,2967.0,,60.95
2017,Coimbatore,Maruti Eeco Smiles 5 Seater AC,22874,Petrol,Manual,First,15.1,1196.0,,4.44
2012,Chennai,BMW 3 Series 320d Sport,58000,Diesel,Automatic,Second,22.69,1995.0,,15.3
2016,Chennai,Maruti Ertiga VDI,86000,Diesel,Manual,Second,25.47,1248.0,10.99 Lakh,8.2
2014,Ahmedabad,Hyundai Xcent 1.2 Kappa AT S Option,69000,Petrol,Automatic,First,16.9,1197.0,,5.25
2016,Pune,Volkswagen Vento 1.2 TSI Highline AT,55001,Petrol,Automatic,Second,16.93,1197.0,,8.5
2015,Chennai,Audi Q3 35 TDI Quattro Premium,28000,Diesel,Automatic,First,15.73,1968.0,,23.75
2013,Delhi,Hyundai i10 Magna 1.1,53213,Petrol,Manual,First,19.81,1086.0,,2.74
2016,Coimbatore,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,44340,Diesel,Automatic,First,16.96,1968.0,,13.83
2017,Mumbai,Maruti Baleno RS 1.0 Petrol,16900,Petrol,Manual,First,21.1,998.0,,6.99
2009,Jaipur,Hyundai i10 Era,57000,Petrol,Manual,First,19.81,1086.0,,2.25
2013,Hyderabad,Toyota Innova 2.5 G4 Diesel 8-seater,83165,Diesel,Manual,First,12.8,2494.0,,11.49
2012,Coimbatore,Chevrolet Beat LT,24735,Petrol,Manual,Second,18.6,1199.0,,2.87
2005,Kolkata,Toyota Innova 2.5 G3,65175,Diesel,Manual,First,12.8,2494.0,,3.25
2009,Pune,Honda A ord 2.4 Inspire M/T,60000,Petrol,Manual,Second,9.8,2354.0,,3.5
2017,Kochi,Mahindra KUV 100 mFALCON D75 K4 Plus,60357,Diesel,Manual,First,25.32,1198.0,,4.49
2011,Jaipur,Volkswagen Polo Diesel Trendline 1.2L,77000,Diesel,Manual,First,22.07,1199.0,,2.9
2014,Coimbatore,Toyota Innova 2.0 GX 8 STR,85301,Petrol,Manual,First,12.4,1998.0,,12.36
2011,Mumbai,Mahindra Scorpio VLX AT AIRBAG BSIV,50000,Diesel,Automatic,First,11.79,2179.0,,6.0
2010,Chennai,BMW 7 Series 730Ld Sedan,58000,Diesel,Automatic,First,16.46,2993.0,,31.0
2015,Kolkata,Honda City i-DTEC SV,39000,Diesel,Manual,First,25.6,1498.0,12.23 Lakh,5.49
2015,Coimbatore,Volkswagen Polo Diesel Comfortline 1.2L,46190,Diesel,Manual,First,22.07,1199.0,,5.86
2015,Mumbai,Mahindra XUV500 W8 2WD,83000,Diesel,Manual,First,16.0,2179.0,,9.0
2016,Jaipur,Volkswagen Vento 1.6 Highline,33000,Petrol,Manual,First,16.09,1598.0,11.63 Lakh,7.7
2017,Coimbatore,Honda City i VTEC V,27279,Petrol,Manual,First,17.4,1497.0,,9.47
2014,Bangalore,Audi Q5 2.0 TDI Premium Plus,53900,Diesel,Automatic,First,14.16,1968.0,,29.0
2012,Kochi,Honda City 1.5 V AT Exclusive,63998,Petrol,Automatic,First,17.0,1497.0,,5.42
2016,Coimbatore,Maruti Swift VXI BSIV,57932,Petrol,Manual,First,20.4,1197.0,,6.39
2015,Jaipur,Maruti Alto 800 LXI,25000,Petrol,Manual,First,22.74,796.0,,2.75
2011,Chennai,Ford Figo Diesel Titanium,169000,Diesel,Manual,First,20.0,1399.0,,2.5
2012,Delhi,Hyundai Santro Xing GL Plus,53000,Petrol,Manual,First,17.92,1086.0,,2.35
2015,Coimbatore,Maruti Wagon R VXI,43053,Petrol,Manual,First,18.9,998.0,,4.65
2014,Ahmedabad,Honda City i DTEC SV,75000,Diesel,Manual,First,26.0,1498.0,,6.0
2012,Pune,Honda City V MT AVN,89000,Petrol,Manual,Second,16.8,1497.0,,3.5
2014,Hyderabad,Honda City i DTEC VX,75578,Diesel,Manual,First,25.1,1498.0,,7.0
2014,Bangalore,Hyundai Verna VTVT 1.6 SX,46676,Petrol,Manual,First,17.0,1591.0,12.27 Lakh,7.75
2014,Kochi,Maruti Alto K10 LXI,51349,Petrol,Manual,First,24.07,998.0,3.91 Lakh,2.93
2014,Kolkata,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,34233,Diesel,Automatic,First,14.21,2143.0,,22.5
2014,Coimbatore,BMW X6 xDrive30d,39626,Diesel,Automatic,First,11.2,2993.0,,40.66
2008,Pune,Maruti Wagon R LXI BSIII,82500,Petrol,Manual,First,14.0,1061.0,,1.75
2015,Hyderabad,Renault Duster RXZ AWD,63000,Diesel,Manual,Second,19.72,1461.0,,8.2
2011,Delhi,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,77001,Diesel,Manual,First,12.05,2179.0,,4.49
2016,Chennai,Ford Endeavour 3.2 Trend AT 4X4,43000,Diesel,Automatic,First,10.91,3198.0,,26.5
2011,Hyderabad,Maruti Zen Estilo LXI BS IV,61111,Petrol,Manual,First,19.0,998.0,,2.6
2005,Bangalore,Hyundai Santro Xing XG,79000,Petrol,Manual,Second,17.0,,,1.65
2011,Kolkata,Hyundai i10 Asta,43000,Petrol,Manual,First,20.36,1197.0,,2.49
2013,Hyderabad,Honda Brio VX AT,47000,Petrol,Automatic,First,16.5,1198.0,,5.4
2017,Jaipur,Maruti Wagon R AMT VXI,34000,Petrol,Automatic,First,20.51,998.0,,4.35
2018,Coimbatore,Audi Q3 30 TDI Premium FWD,22060,Diesel,Automatic,First,18.51,1968.0,44.8 Lakh,32.73
2012,Chennai,Mercedes-Benz M-Class ML 350 4Matic,63000,Diesel,Automatic,First,0.0,2987.0,,26.0
2011,Jaipur,Maruti Wagon R LXI,80000,Petrol,Manual,First,18.9,998.0,,2.5
2015,Kochi,Audi A4 35 TDI Premium Plus,13506,Diesel,Automatic,First,18.25,1968.0,50.4 Lakh,21.66
2016,Mumbai,Renault KWID RXT Optional,16000,Petrol,Manual,First,25.17,799.0,4.78 Lakh,2.99
2016,Kolkata,Maruti Alto 800 2016-2019 VXI,31006,Petrol,Manual,First,24.7,796.0,,2.61
2013,Delhi,Toyota Innova 2.5 GX (Diesel) 8 Seater,91200,Diesel,Manual,First,12.99,2494.0,,8.25
2015,Pune,Toyota Corolla Altis 2008-2013 1.8 VL AT,43000,Petrol,Automatic,First,14.53,1794.0,,12.5
2015,Hyderabad,Ford Figo 2015-2019 1.5D Titanium Plus MT,45000,Diesel,Manual,First,25.83,1498.0,,5.5
2014,Coimbatore,Honda Brio S MT,28637,Petrol,Manual,First,19.4,1198.0,,5.53
2004,Pune,Ford Ikon 1.6 ZXI NXt,69870,Petrol,Manual,Second,14.2,1597.0,,1.1
2014,Mumbai,Mahindra Scorpio 2009-2014 LX 2WD 7S,84000,Diesel,Manual,First,12.05,2179.0,,6.85
2007,Coimbatore,Mercedes-Benz S-Class 320 L,84143,Petrol,Manual,First,13.0,2987.0,,17.09
2012,Delhi,Mahindra Scorpio SLE BSIV,77000,Diesel,Manual,Second,12.05,2179.0,,4.93
2012,Ahmedabad,Land Rover Freelander 2 SE,75000,Diesel,Automatic,Second,12.39,2179.0,,17.5
2011,Delhi,Chevrolet Beat LS,76155,Petrol,Manual,First,18.6,1199.0,,1.95
2014,Bangalore,Maruti Swift ZDi,98000,Diesel,Manual,First,22.9,1248.0,,6.1
2008,Mumbai,Toyota Corolla H2,48233,Petrol,Manual,Second,13.4,1794.0,,1.8
2015,Bangalore,Audi Q5 3.0 TDI Quattro,63000,Diesel,Automatic,First,13.22,2967.0,,34.5
2015,Coimbatore,Hyundai EON Era Plus,34063,Petrol,Manual,First,21.1,814.0,,4.01
2013,Kolkata,Honda Amaze S Petrol,32576,Petrol,Manual,First,19.5,1199.0,7.36 Lakh,3.15
2015,Mumbai,Ford Figo Aspire 1.5 Ti-VCT Titanium,28843,Petrol,Automatic,First,17.01,1499.0,,5.49
2016,Bangalore,Renault Duster 110PS Diesel RxL AMT,26000,Diesel,Automatic,Second,19.6,1461.0,,10.0
2013,Kolkata,Honda City V AT,39000,Petrol,Automatic,First,15.6,1497.0,,4.55
2010,Mumbai,Maruti Alto LXi,66000,Petrol,Manual,First,19.7,796.0,,1.5
2011,Kolkata,Hyundai i10 Magna 1.2,38002,Petrol,Manual,First,20.36,1197.0,,2.15
2010,Chennai,Chevrolet Spark 1.0 LS,49000,Petrol,Manual,Second,18.0,995.0,,1.4
2014,Bangalore,Skoda Rapid 1.5 TDI Ambition Plus,52000,Diesel,Manual,First,21.14,1498.0,,6.2
2013,Mumbai,Audi A6 2011-2015 2.0 TDI Premium Plus,56500,Diesel,Automatic,First,17.68,1968.0,,19.8
2015,Mumbai,Honda Jazz 1.2 V i VTEC,20568,Petrol,Manual,First,18.7,1199.0,,5.6
2015,Mumbai,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,26000,Petrol,Manual,First,15.29,1591.0,,9.5
2012,Delhi,Chevrolet Beat LS,56000,Petrol,Manual,First,18.6,1199.0,,2.21
2017,Coimbatore,Datsun redi-GO T Option,27509,Petrol,Manual,First,22.7,799.0,4.04 Lakh,3.31
2016,Kochi,Hyundai Xcent 1.2 Kappa S Option,36216,Petrol,Manual,First,19.1,1197.0,,5.44
2009,Kolkata,Mercedes-Benz E-Class 230 E AT,28888,Petrol,Automatic,First,10.0,2496.0,,7.56
2011,Jaipur,Maruti Swift ZDi,120000,Diesel,Manual,Second,22.9,1248.0,,3.2
2018,Kochi,Maruti Celerio ZXI,31396,Petrol,Manual,First,23.1,998.0,,5.53
2015,Hyderabad,Skoda Octavia Elegance 2.0 TDI AT,79000,Diesel,Automatic,First,19.3,1968.0,,17.0
2010,Delhi,Honda City 1.5 V AT,62000,Petrol,Automatic,First,16.8,1497.0,,3.55
2006,Chennai,Honda A ord V6 AT,120000,Petrol,Automatic,Second,9.0,2997.0,,2.65
2016,Mumbai,Skoda Superb Style 1.8 TSI AT,53000,Petrol,Automatic,First,14.67,1798.0,33.36 Lakh,17.85
2010,Coimbatore,Toyota Innova 2.5 G (Diesel) 8 Seater,124313,Diesel,Manual,First,12.99,2494.0,,7.96
2015,Pune,Maruti Celerio VXI AT,26725,Petrol,Automatic,First,23.1,998.0,,4.25
2014,Kolkata,Maruti Ertiga VDI,45617,Diesel,Manual,First,20.77,1248.0,,5.85
2013,Mumbai,Mercedes-Benz A Class A180 CDI,37000,Diesel,Automatic,First,20.0,2143.0,,13.0
2010,Kochi,Mahindra Xylo E2,109147,Diesel,Manual,First,14.0,2498.0,,2.65
2014,Ahmedabad,Honda Amaze E i-Dtech,59000,Diesel,Manual,First,25.8,1498.0,,4.75
2015,Pune,Renault KWID RXT,28000,Petrol,Manual,First,25.17,799.0,,2.65
2017,Pune,Renault KWID RXT,4700,Petrol,Manual,First,25.17,799.0,,3.0
2014,Coimbatore,Audi Q7 3.0 TDI Quattro Premium Plus,72469,Diesel,Automatic,First,12.07,2967.0,,32.52
2014,Pune,Hyundai Verna 1.6 SX CRDI (O) AT,57539,Diesel,Automatic,First,22.32,1582.0,,7.75
